AT,V,AP,RH,PE
10.06,39.61,1020.69,69.49,478.35
5.01,39.4,1003.69,91.9,475.34
24.74,69.13,1010.69,90.08,431.24
19.31,60.07,1014.86,69.37,453.47
6.3,41.14,1027.45,86.11,481.49
23.09,69.13,1010.93,90.07,436.67
9.24,41.4,1018.34,84.91,477.65
9.69,40.46,1019.1,71.91,472.16
13.65,42.74,1026.58,71.48,468.87
29.77,67.07,1005.82,48.38,433.89
9.2,40.77,1011.88,89.86,479.82
28.87,57.19,1008.09,64.29,435.57
28.22,51.43,1006.06,63.72,438.43
23.27,65.48,1019.05,61.36,443.43
9.82,41.26,1007.71,96.69,478.02
16.83,46.48,1007.21,87.23,455.64
23.18,72.99,1009.01,90.09,439.12
23.59,43.77,1010.85,55.98,448.42
8.95,43.13,1017.56,94.85,479.14
26.54,69.34,1009.5,87.18,435.51
22.56,62.26,1012.11,63.16,445.33
14.16,39.28,1015.63,77.29,471.27
31.54,71.06,1008.4,71.77,431.87
13.48,41.92,1030.2,65.96,463.9
13.74,41.16,1010.74,87.69,473.19
23.7,66.56,1002.07,85.19,436.94
22.35,57.76,1017.92,68.18,453.74
28.25,71.77,1006.36,67.03,429.39
21.96,58.79,1010.51,87.32,448.89
28.66,74.93,1014.04,51.26,440.79
16.37,52.9,1015.14,73.11,461.15
23.09,73.5,1011.4,89.76,438.56
23.19,42.67,1007.83,63.31,446.95
30.81,71.97,1008.36,75,430.53
22.84,50.05,1005.59,79.49,442.85
32.84,77.95,1014.68,45.8,431.97
24.41,58.59,1012.62,64.52,442.64
30.18,65.74,1012.63,47.74,441.65
28.3,64.33,1011.23,68.88,441.51
22.52,64.27,1014.34,82.77,445.4
6.59,39.37,1020.34,77.92,488.17
23.38,59.07,1009.29,92.4,442.83
19.89,68.08,1012.65,80.25,448.71
26.42,59.39,1013.95,66.03,438.54
12.07,41.17,1013.54,71.32,479.28
23.45,69.04,1010.5,80.77,442.48
15.24,48.6,1007.08,86.49,459.85
5.68,40.35,1012.11,92.86,486.79
10.29,40.56,1017.28,69.13,481.7
32,65.74,1011.22,46.16,440.26
9.6,37.73,1021.87,77.75,481.03
25.6,63.76,1010.18,67.43,435.75
32.56,68.14,1004.02,35.04,425.11
19.26,58.46,1015.74,84.64,450.66
13.33,38.47,1015.42,58.27,466.26
23.5,59.21,1018.29,63,443.31
13.66,45,1021.97,79.04,473.12
12.46,40.73,1017.53,93.47,464.7
28.77,75.23,1010.01,59,437.93
31.68,68.24,1005.29,37.34,427.22
10.31,39.82,1012.87,88.71,480.61
10.04,41.62,1013.36,95.17,463.87
25.6,63.9,1013.16,53.19,451.44
19.55,39.39,1013.55,57.82,464.36
17.82,65.94,1013.44,88.13,452.82
31.97,79.74,1007.03,55.84,435.99
28.21,70.8,1010.45,77.92,435.99
25.77,59.39,1014.76,69.99,438.64
17.54,44.58,1016.56,79,465.51
22.75,58.86,1016,67.34,448.32
10.2,41.17,1019.56,82.46,479.7
28.34,63.77,1013.7,61.13,439.75
14.78,54.3,1016.96,68.53,463.75
20.9,67.07,1005.43,82.85,443.46
14.37,40.56,1021.67,68.18,470.19
23.89,50.16,1004.88,73.94,444.99
29.66,59.22,1013.25,61.2,441.58
24.33,46.93,1013.83,44.59,447.54
28.55,72.43,1007.2,65.82,430.06
18.59,39.54,1008.56,68.61,462.56
21.94,50.32,1008.44,86.98,444.89
10.95,39.22,1015.69,62.3,474.07
21.76,47.93,1005.34,86.28,444.77
25.05,58.59,1013.37,66.14,442.93
22.95,45.61,1013.65,73.92,457.91
8.49,39.61,1021.05,87.74,483.94
7.1,35.77,1015.39,92.1,480.36
11.72,40.35,1012.08,83.98,476.41
11.72,39.18,1024.19,68.53,468.98
11.45,41.17,1017.98,84.64,476
23.36,59.15,1013.71,86.64,442.53
26.2,71.73,1010.14,76.14,430.89
29.01,70.04,1010.02,57.35,430.26
30.76,73.17,1009.89,50.43,430.98
27.91,64.79,1017.7,48.29,440.53
10.87,42.02,1002.08,95.22,472.63
12.61,41.79,1015.82,91.9,461.37
13.29,71.14,1019.63,75.09,464.18
23.83,49.21,1012.93,46.79,446.23
26.68,62.91,1012.33,60.78,441.04
23.83,64.15,1020.93,63.86,447.95
18,43.7,1015.4,61.28,464.26
12.65,44.34,1019.4,71.45,468.8
29.13,68.3,1014.96,37.08,437.25
18.49,41.1,1001.9,59.99,460.76
16.39,58.59,1014.58,90.34,455.05
32.96,73.03,1013.56,54.03,438.93
19.79,51.19,1008.77,94.72,447.96
24.44,69.13,1011.1,87.62,434.34
21.04,50.32,1008.41,90.19,446.33
17.35,39.72,1003,64.62,459.83
31.98,70.17,999.43,59.42,430.92
19.36,44.6,1016.25,45.65,464.56
23.33,73.18,1012.51,91.29,436.33
16.73,45,1023.44,60.68,467.08
8.57,41.17,1020.18,72.47,484.2
25.28,49.5,1013.95,52.79,454.01
22.66,68.3,1017.73,86.92,431.27
17.35,39.39,1013.18,67.67,467.85
18.14,67.71,1003.82,95.69,442.45
12.19,40.05,1014.77,84.39,473.92
10.11,39.72,1019.1,69.68,476.8
23.24,63.78,1017.1,63.8,446.95
28.98,73.42,1011.25,72.9,432.2
31.93,72.58,1006.9,56.27,425.14
13.25,49.83,1008.76,88.21,453.8
24.86,60.77,1016.85,71.24,440.68
26.33,60.06,1005.86,41.57,450.16
12.31,40.64,1020.71,94.6,475.65
29.6,67.79,1010.37,51.05,442.43
15.25,52.9,1014.86,76.87,463.93
14.79,39.52,1017.95,71.97,469.47
5.53,35.79,1013.48,94.19,484.25
9.01,40.77,1022.37,90.3,470.84
10.8,41.39,1019.74,74.08,478.75
10.24,41.58,1021.17,94.34,465.86
28.36,68.08,1013.34,42.82,434.54
9.43,41.4,1028.03,84.98,474.16
10.5,40.8,1024.06,76.05,482.85
33.96,68.94,1006.93,47.39,427.06
33.27,66.44,1010.63,43.47,430.11
12.17,49.83,1008.05,96.44,469.52
27.86,61.5,1009.23,46.19,439.49
22.36,58.79,1011.77,87.51,446.49
12.57,41.66,1009.11,70.74,475.61
31.09,64.05,1011.32,61.14,440.62
30.21,79.74,1006.82,54.03,430.83
27.31,65.12,1016.05,45.98,440.06
19.92,63.31,1015.02,82.71,443.54
16.17,46.97,1014.22,85.8,456.08
31.2,68.24,1005.71,34.84,428.67
20.19,62.26,1011.37,89.69,443.58
8.97,36.24,1013.21,90.77,477.89
8.7,36.24,1013.34,89.5,478.69
5.98,38.91,1016.5,91.83,488.85
19.8,57.25,1010.84,88.9,451.75
26.45,74.33,1013.81,61.7,433.16
20.51,63.09,1016.39,92.99,445.86
29.71,71.85,1008.81,70.86,428.49
18.03,53.16,1013.02,81.95,456.55
23.45,70.04,1010.99,79.2,436.46
6.05,41.14,1027.69,86.93,481.02
15.32,45.01,1013.3,83.72,459.31
6.53,42.85,1012.65,91.6,480.98
12.61,43.22,1013.41,78.94,466.85
15.95,49.25,1019.04,88.51,463.4
23.33,54.2,1012.47,79.48,440.11
23.94,51.95,1008.18,71.87,451.84
19.34,64.79,1018.03,84.77,454.59
31.11,72.25,1012.34,44.45,434.22
14.63,41.23,998.96,86.4,466.36
17.57,62.1,1019.51,86.14,453.3
17.31,44.71,1017.43,35.4,463.05
31.16,67.45,1014.69,32.25,428.35
10.05,40.46,1018.71,67.38,469.06
10.23,42.07,1017.93,91.1,475.14
16.31,42.28,1007.45,77.77,466.49
30.74,73.67,1005.79,57.89,428.92
31.38,71.32,1009.17,60.42,433.44
27.9,63.13,1011.8,70.04,439.76
3.96,35.47,1016.79,83.81,489.68
12.37,43.22,1009.1,76.06,468.49
15.28,48.14,1012.55,69.65,460.75
16.85,49.78,1005.61,100.1,455.33
18.82,61.27,1019.5,72.23,455.29
26.06,49.02,1007.59,74.08,437.9
19.62,58.79,1017.59,87.39,446.29
8.79,40.67,1019.5,66.3,489.02
25.52,59.15,1013.88,65.37,439.42
30.7,71.58,1010,48.96,429.27
21.19,67.71,1006.65,56.28,441.71
14.11,45.08,1023.27,83.22,464.7
26.19,65.61,1014.51,54.52,443.73
32.63,74.99,1002.42,40.07,432.79
7.67,35.77,1017.55,60.97,480.06
19.65,63.91,1009.26,99.08,444.9
18.83,48.98,1016.33,74.23,453.28
13.41,40.89,1010.85,89.61,472.4
25.24,63.47,1011.3,66.21,442.75
12.51,49.83,1008.61,94.27,452.84
27.14,71.32,1007.8,87.99,431.96
13.21,41.2,1016.63,74.1,474.26
25.2,57.5,1015.19,59.62,446.26
31.07,73.5,1010.58,43.66,432.06
4.71,39.42,1026.4,84.42,481.28
14.24,39.58,1011.17,70.45,469.94
10.62,39.58,1011.9,87.85,479.91
8.88,36.66,1026.61,76.16,480.2
23.25,63.78,1016.01,72.01,448.82
20.76,69.05,1001.89,77.86,442.82
6.22,39.33,1012.31,93.23,491.77
5.18,40.27,1010.84,81.64,489.1
30.3,73.9,1006.72,55.13,440.79
9.38,44.77,1020.41,85.26,473.9
29.28,65.71,1013.76,48.05,445.49
21.12,63.91,1009.33,96.14,447.64
26.52,73.21,1002.3,95.38,437.02
4.81,42.85,1013.96,86.94,479.8
6.76,37.49,1011.66,80.91,484.85
27.09,49.3,1003.93,61,437.44
33.2,73.88,1005.67,48.48,438.12
10.48,40.22,1004.81,92.16,477.78
14.22,37.85,1011.24,88.49,471.05
7.21,42.03,1017.81,90.12,482.26
19.02,49.25,1019.75,58.29,453.49
26.88,79.74,1006.54,93.7,434.77
14.19,43.71,1024.38,83.03,467.8
15.22,50.88,1014.19,100.12,460.44
23.17,62.39,1008.04,89.42,439.29
17.69,46.36,1019.55,86.64,462.81
18.48,52.05,1012.41,68.2,458.62
14.22,39.39,1014.16,80.22,470.98
22.72,62.4,1010.28,80.79,445.22
25.95,69.51,1009.36,66.82,434.38
13.57,39.39,1014.01,82.12,471.44
6.52,39.85,1012.55,86.36,483.01
29.25,72.99,1006.85,61.15,429.12
25.79,70.4,1007.11,86.03,437.98
25.75,60.95,1014.75,53.3,443.73
28.31,71.85,1009,77.56,429.57
24.24,70.32,1009.38,82.83,436.45
28.73,68.24,1008.31,56.85,430.63
34.62,69.05,1000.68,38.35,425.41
23.57,70.04,1011.06,82.79,437.53
14.51,42.77,1017.47,81.95,463.37
4.59,39.33,1010.85,71.78,494.9
24.31,44.05,1006.16,73.3,442.69
9.53,38.18,1018.43,75.33,476.54
26.99,68.12,1011.45,58.48,436.95
17.98,53.29,1018.29,83.46,455.71
29.38,74.9,1003.25,72.19,433.74
12.82,38.62,1018.71,83.8,467.41
29.84,58.9,1005.24,56.18,440.93
10.26,43.14,1019.68,98.97,466.75
20.57,42.8,1013.1,75.48,460.43
25.3,58.46,1015.91,69.71,439.25
24.56,71.94,1006.81,89.59,437.97
20.01,52.9,1018.05,58.88,455.57
11.54,40.05,1014.78,87.05,474.29
6.86,41.17,1020.12,79.14,490.23
13.11,41.58,1020.43,74.32,460.44
16.41,41.48,1016.28,45.19,451.93
10.45,39.69,1003.92,89.45,472.54
26.72,67.79,1010.35,63.31,444.68
30.12,74.16,1013.13,63.56,433.08
14.94,41.35,1004.82,98.04,466.73
15.39,42.28,1007.35,81.35,467.3
12.83,41.67,1012.84,84.29,474.81
13.93,38.91,1013.04,73.51,470.39
30.27,70.32,1007.93,51.61,430.22
27.76,75.33,1003.69,79.62,433.03
10.59,41.26,1008.1,98.27,474.76
23.24,45.01,1012.21,45.23,457.01
14.8,58.2,1018.29,85.11,455.14
25.2,65.59,1013,71.34,439.14
32.53,77.95,1014.76,58.1,434.44
23.36,62.52,1016.18,68.18,448.37
23.48,70.79,1006.7,88.57,432.25
29.04,76.09,1007.52,75.44,430.32
23.39,64.63,1020.45,58.22,449.27
27.44,59.74,1010.99,56.42,452
10.03,42.02,998.6,99.9,471.07
4,39.9,1008.46,97.21,490.68
24.96,74.99,1008.25,80.52,440.91
17.48,52.9,1020.03,76.47,458.34
13.26,41.74,1021.89,63.32,473.44
30.28,70.98,1007.51,74.28,432.64
30.3,69.51,1011.8,50.43,431.12
29.24,69.05,1003.12,43.18,432.56
7.64,41.17,1020.01,75.14,488.53
24.14,62.66,1007.33,73.27,439.93
28.87,71.97,1008.74,82.61,435.86
17.3,46.21,1013.56,87.57,456.77
18.87,44.06,1013.42,68.78,451.4
29.13,62.26,1010.51,52.94,436.37
18.26,69.94,1004.1,97.39,443.59
13.03,42.86,1014.39,86.25,475.03
12.47,45.01,1017.8,95.25,467.18
15.52,42.86,1015.09,83.48,467.12
29.86,69.34,1009.61,61.27,438.5
25.96,63.78,1016.95,49.47,443.8
8.04,41.92,1029.7,92.21,482.58
29.12,58.84,1001.31,52.86,446.51
23.74,72.43,1007.99,91.36,437.55
27.46,68.08,1013.06,46.49,433.72
25.51,73.56,1006.59,96.63,437.07
14.42,44.88,1019.35,59.17,462.72
24.79,67.83,1009.32,61.46,438.36
14.51,41.79,1009.72,80.62,459.14
19.09,66.51,1015.11,76.38,458.41
24.14,69.23,1012.4,73.26,433.92
21.24,60.84,1017.99,82.22,445.71
4.08,35.19,1018.87,97.07,489.44
17.4,44.9,1020.5,77.11,457.75
26.68,59.92,1009.94,70.57,438.67
20.5,49.69,1009.6,70.81,452.94
23.57,64.15,1020.95,68.19,450.08
22.69,65.18,1012.47,80.9,441.18
29.09,67.07,1005.99,41.39,429.93
21.43,63.47,1011.95,94.47,448.17
14.86,44.71,1018.3,49.46,466.38
17.53,44.9,1020.5,71.1,457.61
9.15,44.03,1012.45,81.67,474.26
24.19,46.21,1010.79,62.04,440.87
8.89,41.54,1019.27,82.87,483.82
4.61,40.27,1012.32,77.28,492.85
11.01,40.05,1015.46,89.22,474.2
29.9,74.99,1002.28,59.76,436.77
16.87,52.05,1012.7,71.63,460.31
30.97,67.9,1005.98,55.6,428.26
31.01,67.83,1007.95,43.57,429.46
16.03,65.46,1013.96,87.56,455.17
24.99,58.79,1016.37,67.16,439.2
31.01,67.69,1005.06,46.16,426.64
27.77,63.9,1013.62,51.43,441.3
17.44,44.88,1018.05,68.35,465.72
14.2,45.51,1015.36,74.85,465.35
18.43,56.03,1020.41,60.55,465.17
22.91,61.86,1012.8,92.69,441.24
14.89,39.82,1013.23,82.49,470.19
22.28,60.27,1018.98,84.12,443.44
30.68,73.67,1005.63,57.05,429.64
30.48,70.04,1010.73,53.7,429.85
18.3,37.2,1012.23,68.09,470.42
14.17,43.13,1014.94,48.62,471.08
13.98,44.58,1016.48,77.59,473.01
23.44,62.52,1016.46,67.21,447.19
20.54,68.12,1012.23,81.06,440.28
11.44,43.13,1014.88,63.88,477.57
15.15,37.64,1014.37,89.82,463.98
12.58,39.72,1018.08,64.25,469.38
12.8,41.16,1022.43,86.19,462.72
10.57,37.73,1024.36,70.29,474.65
24.14,63.21,1012.28,89.08,440.74
26.76,71.94,1008.81,64.62,432.49
21.06,67.07,1004.9,84.09,446.44
10.25,41.46,1020.65,87.07,481.94
6.16,39.48,1004.85,59.68,484.55
10.05,41.58,1021.35,95.19,469.03
26.02,74.78,1010.04,72.78,439.82
27.2,59.74,1011.99,56.74,440.13
15.09,40.89,1010.15,92,466.47
8.46,40.8,1023.57,81.27,485.06
12.07,43.71,1025.53,85.62,472.32
32.81,77.17,1009.17,53.13,430.53
26.91,74.99,1005.64,78.98,437.06
10.66,37.5,1009.42,95.86,472.86
34.29,68.51,1009.58,32.25,427.62
22.16,64.63,1020.81,68.47,451.86
28.32,71.64,1004.73,72.71,436.31
15.62,41.76,1023.82,66.17,459.72
24.76,63.07,1012.73,70.39,443.04
10.29,41.46,1020.84,89.03,480.32
27.99,66.91,1008.47,59.63,439.74
22.22,48.98,1015.87,53.18,447.1
13.78,42.03,1017.51,84.94,467.6
24.78,50.78,1008.81,62.97,443.98
15.74,43.71,1024.7,78.38,462.66
27.24,77.17,1009.37,81.51,439.12
24.66,58.86,1013.86,56.39,444.42
16.81,42.42,1008.95,74.25,462.19
33.76,68.51,1011.33,38.35,429.83
17.79,46.21,1010.38,85.25,448.74
25.97,70.32,1007.48,57.01,435.27
15.29,41.1,1005.75,85.53,467.99
23.45,66.25,1009.1,90.28,443.44
3.51,35.47,1017.53,86.56,489.07
20.83,49.02,1009.45,91.92,445.31
19.2,59.21,1017.84,89.56,450.86
26.19,73.77,1001.31,91.87,433.34
28.28,61.86,1012.07,64.49,439.65
13.39,49.83,1007.14,90.88,466.04
24.36,68.61,1010.27,63.78,448.71
23.07,50.05,1006.9,86.98,442.97
30.11,70.8,1008.57,69.25,432.33
20.55,48.98,1016.1,63.89,452.52
15.48,41.66,1009.55,66.74,467.06
32.21,70.94,1006.76,47.56,430.06
25.54,70.47,1009.28,73.5,436.16
25.33,71.32,1007.05,85.31,434.68
21.24,63.47,1011.86,97.02,442.94
14.57,39.28,1015.1,76.94,469.27
25.27,63.91,1009.82,75.48,440.39
27.76,69.4,1004.27,72.25,430.68
19.43,52.9,1018.35,61.12,456.08
28.6,61.86,1011.86,62.13,439.74
23.79,58.2,1016.77,55.88,446.88
11.41,39.61,1018.69,69.44,467.19
14.64,39.58,1011.46,71.9,467.8
6.65,40.77,1021.79,88.84,482.9
9.12,41.49,1020.58,96.23,475.69
25.62,73.17,1011.65,86.45,430.56
24.75,58.79,1009.87,71.97,444.79
15.5,44.92,1024.16,86.44,462.12
18.52,58.41,1013.77,99.89,446.68
28.38,72.39,998.93,73.85,432.02
11.79,45.09,1013.16,89.17,469.49
27.18,59.27,1012.57,64.18,439.69
19.75,54.2,1011.43,83.5,448.89
25.45,70.04,1011.2,82.48,430.2
21.93,58.96,1014.23,58.58,453.42
8.66,40.11,1032.86,75.31,479.76
23.33,58.95,1017.93,66.37,442.71
20.29,49.69,1008.94,69.91,454.74
31.99,53.53,1004.98,53.53,432.43
25.21,69.48,1010.99,75.27,436.02
5.51,35.57,1026.3,78.97,489.36
16,39.16,1016.37,77.63,468.49
5.79,38.68,1017.19,70.46,487.4
17.77,56.53,1019.57,79.89,457.94
9.52,39.61,1021.18,73.78,478.79
27,60.96,1012.36,58.97,450.15
24.34,50.16,1004.78,74,445.33
20.86,67.25,1017.45,81.45,444.5
13.44,40.69,1014.54,77.97,473
13.97,41.16,1020.88,74.88,459.84
10.96,45.01,1017.97,95.82,468.64
21.83,63.13,1013.4,85.82,443.41
25.22,69.88,1007.17,80.26,443.24
22.5,45.38,1014.11,65.08,458.19
21.03,69.05,1002.17,75.35,444.35
26.27,62.91,1011.97,48.06,447.76
20.99,50.12,1008.82,95.97,448.07
18.06,56.65,1020.2,81.59,459.14
10.12,40,1021.15,91.67,479.62
26.25,61.02,1011.47,71.22,436.44
13.08,39.82,1012.27,85.21,476.96
24.28,68.31,1009.94,77.08,440.07
32.92,69.05,1000.74,39.61,426.61
23.68,68.12,1011.18,72.45,441.54
7.81,39.64,1011.42,86.68,482.22
23.6,65.48,1017.44,61.26,444.38
14.5,40.66,1016.81,82.93,463.53
18.84,40.79,1005.18,92.46,459.96
11.69,39.22,1017.05,55.51,472.76
14.58,41.92,1030.42,61.96,462.69
9.33,36.3,1027.88,79.23,479.6
14.93,39.16,1007.25,72.35,463.2
6.37,41.03,1022.23,80.36,490.47
6.16,38.5,1012.83,93.68,490.92
12.45,40.56,1017.84,66.52,477.41
19.55,56.53,1020.2,78.1,455.56
18.62,59.15,1012.85,82.54,450.81
14.13,43.41,1015.26,55.63,461.96
21.12,49.15,1021.29,52.9,456.92
13.63,43.5,1022.12,84.32,468.28
18.6,41.67,1013.07,64.23,458.91
7.19,38.91,1016.53,88.61,486.05
19.96,56.03,1020.59,64.95,454.67
15.22,41.67,1013.18,67.17,469.93
13.52,41.48,1014.46,67.12,460.76
18.04,44.85,1015.13,48.4,463.31
27.81,66.51,1016.11,48.48,439.48
26.1,58.9,1004.18,71.63,444.4
27.99,71.58,1010.68,68.99,435.99
20.08,44.6,1014.91,36.27,461.07
19.89,50.78,1008.85,92.97,446.35
6.23,40.96,1022.49,93.15,488.82
29.1,50.05,1005.87,51.53,438.66
18.71,39.39,1014.09,62.82,465.57
35.1,68.27,1006.96,43.51,426.3
6.19,41.31,1002.48,88.8,485.08
24.88,71.94,1006.85,87.32,433.3
17.75,49.78,1004.49,100.09,452.02
13.89,41.49,1020.02,86.47,469.6
21.14,58.98,1009.05,94.36,448.31
14.28,42.74,1028.79,70.67,467.22
13.34,40.83,1008.09,85.85,471.82
24.67,68.14,1004.96,58.15,438.4
10.27,42.34,1022.69,92.78,474.55
21.18,60.1,1011.02,78.19,452.39
13.84,44.9,1007.58,63.62,463.27
4.73,41.31,999.77,93.44,486.6
14.22,40.83,1009.2,81.32,469.75
13.09,43.02,1013.17,46.73,470.14
6.58,40.07,1014.22,55.44,493.72
28.57,51.43,1012.02,47.79,450.04
21.54,58.49,1010.85,78.9,449.12
34.3,74.67,1015.98,25.89,427.84
15.24,40,1017.34,65.16,454.64
19.41,46.63,1013.23,86.28,452.6
30.5,66.75,1017.55,38.2,432.87
20.68,63.86,1015.73,74.36,447.84
29.53,71.97,1008.6,79.25,434.96
12.72,44.9,1007.6,71.8,463.49
24.44,73.5,1011.49,87.39,437.73
8,34.03,1018.98,78.67,487.17
13.92,41.16,1000.98,83.89,454.15
18.85,67.32,1012.91,82.37,446.7
22.48,71.29,1008.15,75.41,444.71
14.1,41.04,1026.11,74.25,465.89
30.22,70.32,1011.63,65.97,435.98
22.45,59.87,1018.92,72.73,445.34
10.82,37.5,1009.23,96.62,473.9
23.56,67.79,1010.14,89.72,441.29
22.33,70.79,1006.02,93.35,436.74
15.11,45.01,1017.01,84.39,462.21
25.9,47.45,1007.8,55.96,443.13
13.56,43.67,1011.34,94.02,467.09
11.03,44.78,1013.16,83.85,470.17
20.47,63.07,1012.79,88.67,451.71
26.37,69.84,1002.71,83.51,428.6
18.95,42.23,1013.01,79.4,462.73
11.39,43.72,1010.91,98.83,467.8
22.73,43.79,1015.61,42.66,460.2
24.4,60.37,1006.77,82.43,440.64
28.28,69.48,1008.56,61.3,428.75
22.84,67.32,1013.77,64.67,438.36
25.09,65.38,1009.99,54.28,453.58
13.32,38.73,1005.37,88.48,472.33
34.1,73.03,1014.01,41.26,437.65
21.11,65.94,1009.83,71.91,448.77
32.21,68.14,1003.34,62.44,426.56
25.77,62.96,1019.86,58.07,442.83
24.42,63.31,1012.64,71.8,438.39
8.28,40.77,1011.55,89.79,480.15
28.18,64.84,1009.22,56.04,443.65
8.09,38.5,1012.99,67.31,484.81
17.37,48.92,1011.91,58.4,455.53
29.12,73.06,1009.98,80.21,434.9
5.82,41.38,1021.06,86.91,492.12
29.45,70.02,1010.28,65.93,437.82
17.47,58.59,1014.03,97.13,449.41
19.51,50.16,1010.33,94.37,448.28
13.82,44.84,1023.72,95.24,467.95
8.61,43.8,1021.9,74.35,478.25
21.28,70.32,1011.06,90.12,439
21.47,65.61,1015.92,76.22,447.42
29.55,72.29,1007.94,84.45,430.98
31.09,74.22,1007.56,46.36,430.3
23.75,60.29,1017.36,64.04,449.57
30.25,68.24,1006.58,31.9,432.05
17.51,41.85,1016.25,72.03,465.05
17.22,36.71,1013.77,67.92,465.32
9.22,40.92,1021.83,85.43,474.51
24.48,66.25,1009.42,88.17,441.07
25.26,61.08,1013.68,71.72,447.46
12.34,40.1,1015.77,92.26,470.92
6.75,39.9,1008.3,87.42,484.05
28.29,47.93,1002.6,53.23,437.13
11.09,40.43,1025.47,74.97,490.96
8.51,34.69,1026.96,75.34,481.83
7.71,36.25,1027.92,89.84,481.74
11.8,41.2,1017.18,82.71,475.19
25.76,57.32,1011.93,43.61,440.26
26.53,65.61,1014.29,50.9,442.64
21.29,51.43,1011.31,90.12,452.94
19.64,48.06,1014.81,74.96,455.27
29.45,69.13,1009.3,52.97,432.04
18.24,58.46,1017.38,86.92,449.63
11.23,43.67,1012.57,72.1,475.41
23.15,69.48,1011.07,85.83,436.16
26.49,67.69,1004.61,78.13,430.62
16.64,48.92,1011.55,78.76,452.56
28.51,70.02,1010.58,54.68,441.66
16.64,53.82,1015.13,68.24,459.01
7.32,41.26,1010.11,95.18,482.1
22.72,50.05,1007,88.24,444.43
14.05,40.71,1016.36,68.58,465.74
28.52,70.72,1009.64,66.76,437.72
22.2,57.17,1009.82,78.43,447.75
27.93,73.68,1015.41,49.95,435.95
25.42,59.04,1011.98,68.78,444.51
25.03,61.86,1012.84,80.85,439.55
24.85,67.9,1005.9,64.55,445.18
29.03,67.79,1010.67,55.42,444.09
16.5,44.63,1020.58,64.11,458.78
6.86,38.08,1019.62,77.37,486.92
5.7,40.62,1016.07,84.94,482.82
26.71,68.3,1015.07,62.7,436.66
23.79,58.49,1011,75.39,445.87
25.11,67.32,1014.49,58.39,441.93
20.55,65.46,1013.87,58.09,448.83
10.66,41.93,1016.12,94.16,479.61
5.11,42.07,1004.28,81.8,486.41
9.87,42.74,1024.61,87.74,470.9
14.39,43.56,1012.97,59.17,469.35
16.96,63.31,1016.42,77.09,454.14
28.61,72.29,1011.61,45.33,446.77
21.31,49.39,1020.18,71.35,455.34
18.32,65.94,1012.74,86.77,450.5
27.11,69.75,1009.74,85.67,433.28
28.5,73.77,1002.82,86.38,431.7
25.44,66.54,1011.9,56.76,437.99
17.03,43.99,1021.5,82.32,460.25
25.32,71.94,1009.94,62.93,435.06
21.58,67.25,1017.39,79,446.15
7.64,40.81,1026.67,95.24,483.38
27.02,71.77,1006.38,72.1,428.1
13.58,44.47,1029.91,70.41,467.15
17.69,65.46,1013.72,67.28,448.49
26.51,50.05,1006.75,65.34,440.22
19.48,58.79,1017.6,88.72,450.55
14.79,38.73,999.83,86.45,470.28
20.65,50.59,1016.22,68.57,455.24
10.53,41.26,1007.48,98.74,475.96
8.2,41.14,1025.24,96.26,474.04
11.73,40.64,1020.68,96.98,477.06
26.11,47.43,1009.01,56.09,445.36
21.09,50.9,1012.42,69.09,456.09
24.08,49.3,1003.23,70.42,443.46
24.2,63.21,1012.25,79.86,449.03
28.73,50.05,1005.79,52.4,436.35
6.17,41.31,1002.49,87.59,481.27
17.94,37.2,1012.64,68.11,467.65
12.74,39.13,1008.19,94.81,468.57
26.51,44.57,1007.56,52.23,445.32
20.97,44.63,1007.64,73.69,453.26
23.84,68.94,1007.45,71.35,436.05
23.51,57.32,1012.55,53.6,444.58
22.85,47.43,1008.13,66.36,448.15
24.84,59.22,1013.18,83.08,442.7
24.7,44.57,1008.24,57.62,444.65
18.46,42.18,1001.47,97.61,458.67
24.61,62.96,1020.1,63.83,445.79
15.54,41.23,995.45,83.73,463.06
15.7,42.99,1007.51,76.05,464.59
27.18,64.44,1012.81,61.27,440.3
11.02,39.96,1025.64,93.58,467.41
14.56,53.82,1016.37,64.46,463.64
29,77.54,1011.33,75.13,431.37
15.34,41.23,996.87,86.56,465.16
25.42,69.71,1009.29,82.5,435.59
29.63,69.71,1009.04,67.26,435.27
10.38,43.02,1013.37,78.53,474.44
23.55,58.79,1010.78,78.47,447.01
8.07,41.17,1019.4,86.43,484.54
28.19,67.45,1013.97,49.76,434.77
16.41,44.92,1024.27,84.16,462.12
18.14,49.78,1002.95,100.09,451.44
28.79,70.79,1003.83,65.9,425.64
4.47,35.19,1018.78,92.68,487.43
28.2,66.75,1018.35,60.18,433.46
11.97,42.32,1016.95,88.32,467.98
22.3,74.87,1009.69,86.18,442.78
23.89,48.41,1010.48,62.31,441.83
10.32,38.91,1012.11,81.49,479.17
6.05,42.85,1013.09,91.88,485.02
27.78,68.67,1005.59,59.17,439.92
7.06,41.74,1021.95,90.38,448.97
10.79,39.82,1012.89,88.25,479.92
11.7,25.36,1008.65,92.11,470.88
20.37,52.05,1012.34,62.57,456.11
7.61,38.06,1021.16,83.22,484.14
23.27,67.9,1006.17,71.01,447.25
21.94,58.79,1010.3,88.21,447.52
10.02,42.44,1014.57,99.16,478.5
25.61,67.69,1009.22,68.76,437.78
22.61,45.38,1013.92,62.91,459.53
